E1,E2 (A),E2 (B),E2 (C),E2 (D),E3,E4,E5 (A),E5 (B),E6 (A),E6 (B),E7,E8,E9,E10,E11
0,100,0,0,16.32653061,0,100,100,67.07317073,100,50,0,0,100,100,100
0,100,0,10.22727273,71.26436782,0,22.09302326,100,0,100,50,100,60,0,100,100
99.44134078,100,0,91.66666667,0,0,100,0,0,100,100,100,0,100,100,100
0,100,0,54.36893204,0,0,100,100,0,100,100,100,0,75,100,100
38.73873874,100,0,87.5,0,5.882352941,100,100,0,100,100,100,87.5,100,100,100
0,100,48.45360825,0,0,0,100,0,0,100,100,75,71.42857143,75,100,100
58.33333333,100,0,0,0,7.216494845,66.66666667,100,66.66666667,100,64.38356164,100,87.5,100,100,100
0,100,0,8.547008547,19.78021978,0,100,66.66666667,0,100,100,100,0,80,100,100
61.20689655,100,0,0,76.57657658,0,100,100,75,100,100,100,60,85.71428571,100,100
48.35164835,100,0,0,0,93.96551724,100,100,0,100,100,75,0,80,100,100
13.51351351,100,0,0,0,0,50,100,0,100,100,100,50,100,100,100
75.86206897,100,0,0,0,0,100,78.7037037,0,100,37.25490196,96.96969697,71.42857143,80,100,100
94.73684211,100,0,0,12.76595745,0,100,100,0,100,100,100,66.66666667,87.5,100,100
87.5,100,0,0,0,41.50943396,100,0,0,100,100,80,0,80,100,100
61.46788991,100,0,24.74226804,0,60.95238095,100,100,0,100,100,100,71.42857143,100,100,100
0,100,0,0,0,0,100,100,0,100,100,100,0,0,100,100
96.2962963,100,0,0,72.22222222,0,83.33333333,100,82.92682927,100,71.42857143,87.5,80,100,100,100
0,100,60,0,0,0,100,0,94.59459459,100,100,100,75,100,100,100
0,100,0,33.62068966,0,61.94690265,100,100,0,100,100,100,50,100,100,100
0,100,0,0,18.75,85.29411765,100,100,0,100,100,100,0,100,100,100
10.25641026,100,0,0,0,0,100,100,0,100,100,100,87.5,100,100,100
0,100,87.5,0,92,0,100,100,0,100,100,0,60,80,100,100
0,100,0,0,0,0,100,0,13.82978723,100,100,100,0,100,100,100
0,100,0,8.602150538,0,0,21.27659574,56.19047619,0,100,100,100,87.5,75,100,100
0,100,0,0,17.94871795,80,50,70.1754386,0,100,64.89361702,80,0,100,0,100
0,100,0,0,36.36363636,0,50,100,0,100,55.17241379,100,66.66666667,88.88888889,100,100
84.53608247,100,0,0,0,60.74766355,42.55319149,6.837606838,0,100,55.55555556,0,0,87.5,100,100
0,100,0,0,99.45652174,0,44.44444444,63.0952381,0,100,100,100,66.66666667,100,100,100
85.29411765,100,0,85.22727273,0,0,100,15.38461538,0,100,100,66.66666667,66.66666667,85.71428571,100,100
0,100,87.5,0,0,0,58.97435897,28.57142857,66.66666667,100,100,87.5,71.42857143,83.33333333,100,100
0,100,0,0,68.75,0,100,100,41.88034188,100,21.11111111,100,98.14814815,100,100,100
0,100,0,53.40909091,0,41.7721519,22.54901961,47.36842105,9.345794393,100,100,100,0,0,100,100
0,100,42.70833333,0,0,55.69620253,81.31868132,35.52631579,32.95454545,100,24.29906542,100,92.30769231,85.71428571,100,100
0,100,93.93939394,64.55696203,0,55.26315789,100,100,56.38297872,100,100,100,0,80,100,100
78.48101266,100,0,82.60869565,0,0,75.49019608,34.90566038,99.43502825,100,87.5,87.5,75,100,100,100
0,100,0,0,13.63636364,97.2972973,100,100,88.88888889,100,100,100,60,100,100,100
0,100,0,0,52.04081633,0,100,100,29.21348315,100,100,100,0,0,100,100
0,100,0,84.81012658,67.44186047,0,100,100,75.6097561,100,100,80,83.33333333,100,100,100
0,100,0,75,0,56.43564356,41.86046512,0,0,100,72,100,0,85.71428571,100,100
17.10526316,100,0,0,0,41.73913043,66.66666667,35.71428571,0,100,66.66666667,0,0,0,100,100
97.36842105,100,0,0,0,25.89285714,100,100,33.33333333,100,100,100,96.66666667,0,100,100
0,100,0,0,50,0,100,66.66666667,0,100,50,75,60,100,100,100
0,100,0,77.08333333,75.96153846,0,100,100,0,100,100,100,71.42857143,100,100,100
25.24271845,100,0,0,51.40186916,0,100,100,0,100,100,100,60,100,100,100
28,100,25,39.65517241,0,42.55319149,100,100,6.060606061,100,100,100,60,100,100,100
0,100,0,52.94117647,0,0,100,100,61.46788991,100,100,100,0,100,100,100
0,100,0,0,0,40,100,34.56790123,0,100,100,100,0,100,100,100
0,100,0,0,24.71910112,0,81.81818182,66.66666667,0,100,100,100,0,0,50,100
0,100,9.615384615,0,0,28.57142857,71.71717172,72.72727273,35.05154639,100,36.63366337,75,60,100,100,100
50,100,0,0,0,0,100,59.72222222,85.71428571,100,70.78651685,0,75,0,100,100
0,100,7.228915663,0,0,0,33.03571429,0,0,100,49.01960784,100,0,100,0,100
71.13402062,100,0,0,0,0,50,100,30.33707865,100,31.25,50,0,85.71428571,100,100
0,100,92.30769231,0,0,0,61.9047619,71.42857143,85.71428571,100,0,66.66666667,0,80,100,100
0,100,0,0,0,0,40,100,64.13043478,100,18.08510638,100,0,100,100,100
75,100,0,0,77.39130435,0,100,100,85.71428571,100,100,0,60,100,100,100
0,100,41.37931034,69.6969697,0,33.70786517,100,39.77272727,67.39130435,100,31.11111111,0,0,0,100,100
33.68421053,100,0,27.5862069,0,82.43243243,34.61538462,100,0,100,100,0,0,100,100,100
0,100,46.34146341,90.90909091,61.17647059,0,100,100,0,100,100,100,60,0,100,100
0,100,0,0,60,81.37254902,100,100,0,100,100,100,0,100,100,100
0,100,0,0,40,0,100,32.98969072,0,100,22.78481013,100,75,100,100,100
0,100,36.89320388,80.26315789,0,0,66.66666667,100,10.46511628,100,75.25773196,100,0,0,100,100
0,100,35.77981651,33.91304348,38.05309735,0,48.48484848,37.5,87.5,100,46.91358025,100,0,0,50,100
0,100,0,61.53846154,0,0,100,100,66.30434783,100,66.66666667,100,0,100,100,100
0,100,0,0,37.80487805,7.317073171,100,100,0,100,100,100,0,0,100,100
0,100,43.36283186,0,0,0,100,100,0,100,100,66.66666667,0,100,100,100
0,100,0,70.09345794,94.38202247,0,100,100,0,100,100,100,60,100,100,100
0,100,0,0,0,33.66336634,100,100,12.34567901,100,100,100,60,100,100,100
0,100,0,73.41772152,78.26086957,0,100,100,83.33333333,100,100,80,0,100,100,100
0,100,0,74.15730337,75,94.59459459,100,100,3.409090909,100,100,100,0,0,100,100
35.80246914,100,0,66.66666667,45.36082474,35.61643836,100,100,0,100,100,100,66.66666667,0,100,100
16.66666667,100,16.19047619,0,0,0,77.77777778,69,0,100,100,100,95,0,100,100
78.57142857,100,9.375,0,0,0,100,100,43.01075269,100,100,100,0,0,100,100
53.63636364,100,25,0,0,84.69387755,100,100,0,100,100,0,0,83.33333333,100,100
0,100,35.9223301,0,0,0,68.86792453,0,60,100,31.19266055,0,0,0,0,100
0,100,0,63.63636364,0,0,100,100,31.13207547,100,100,100,60,0,100,100
0,100,0,0,0,87.5,100,100,70.12987013,100,100,100,0,0,100,100
0,100,12.37113402,0,0,0,100,100,38.67924528,100,100,100,0,0,100,100
0,100,0,0,0,0,66.66666667,28.57142857,0,100,100,80,0,85.71428571,100,100
85.71428571,100,0,0,0,0,100,100,28.57142857,100,0,0,60,80,100,100
78.65168539,100,0,0,0,87.5,100,100,0,100,100,100,0,100,100,100
0,100,44.23076923,0,0,0,41.88034188,100,0,100,100,100,60,80,100,100
0,100,6.666666667,0,0,46.05263158,100,100,0,100,100,0,0,100,100,100
55.55555556,100,10.20408163,77.65957447,0,0,66.01941748,75,12.98701299,100,17.47572816,100,85.71428571,0,100,100
0,100,0,0,0,0,100,75,8.43373494,100,100,83.33333333,66.66666667,100,100,100
0,100,62.96296296,78.08219178,0,0,66.66666667,20.21276596,0,100,100,100,60,80,100,100
0,100,68.13186813,67.08860759,0,0,41.34615385,78.5046729,75,100,72.61904762,0,0,100,100,100
0,100,49.56521739,0,12.5,0,47.25274725,100,82.29166667,100,100,80,0,0,100,100
23.80952381,100,0,0,0,0,38.79310345,100,0,100,27.77777778,0,0,0,100,100
78.02197802,100,0,0,81.6091954,83.33333333,100,100,79.27927928,100,100,100,0,100,100,100
78.72340426,100,0,0,0,0,100,66.66666667,19.13043478,100,66.66666667,100,0,100,100,100
72.97297297,100,57.52212389,0,66.66666667,24.76190476,100,100,2.654867257,100,100,100,60,100,100,100
0,100,0,21.97802198,0,0,40,66.66666667,71.42857143,100,45.45454545,100,50,0,100,100
0,100,0,0,0,0,85.39325843,100,20,100,60,75,66.66666667,100,50,100
0,100,0,75.82417582,0,70.83333333,100,75,12.5,100,100,100,100,75,100,100
37.14285714,100,0,0,68.96551724,0,100,34.48275862,0,100,37.5,100,0,80,100,100
0,100,87.5,0,0,52.77777778,27.17391304,75,93.10344828,100,66.66666667,100,100,0,100,100
0,100,39,0,0,0,62.62626263,100,75,100,100,100,0,100,100,100
0,100,49.56521739,0,0,0,100,0,83.80952381,100,100,0,0,83.33333333,100,100
0,100,0,87.01298701,0,0,100,100,71.05263158,100,100,100,71.42857143,100,100,100
94.11764706,100,0,31.06796117,0,44.30379747,100,100,28.57142857,100,100,100,83.33333333,100,100,100
0,100,75,87.5,0,0,100,100,19.13043478,100,100,100,87.5,100,100,100
87.5,100,87.5,0,47.16981132,97.14285714,100,100,46.15384615,100,100,100,60,100,100,100
0,100,0,54.08163265,0,5.714285714,38.35616438,66.37931034,0,100,36.03603604,100,60,100,0,100
0,100,58.03571429,43.29896907,0,0,53.06122449,100,0,100,100,0,100,100,100,100
0,100,96.42857143,45.55555556,0,0,72.09302326,100,87.5,100,66.66666667,100,100,80,100,100
0,100,4.166666667,0,0,62.5,100,100,32.94117647,100,100,100,60,85.71428571,100,100
88.88888889,100,0,0,0,24.69135802,100,29.03225806,0,100,100,80,0,100,100,100
0,100,0,65.06024096,0,96.15384615,36.26373626,100,61.81818182,100,50.4950495,100,0,80,100,100
0,100,0,4.12371134,0,94.73684211,50,100,0,100,75.67567568,100,100,66.66666667,0,100
70.12987013,100,85.71428571,0,8.333333333,61.9047619,100,0,53.46534653,100,100,100,0,100,100,100
0,100,0,22,0,84.04255319,59.77011494,20,18.42105263,100,50,83.33333333,60,66.66666667,100,100
0,100,0,87.5,0,0,100,100,0,100,100,100,94.73684211,100,100,100
22.80701754,100,83.16831683,0,87.5,37.5,83.5443038,71.27659574,0,100,71.30434783,100,71.42857143,100,100,100
40.22988506,100,0,0,0,11.36363636,100,100,0,100,100,83.33333333,66.66666667,100,100,100
94.11764706,100,40,46.15384615,0,0,100,100,87.5,100,100,0,100,83.33333333,100,100
0,100,0,59.40594059,0,71.27659574,100,100,0,100,100,100,71.42857143,0,100,100
24.76190476,100,0,42.85714286,0,94.87179487,66.66666667,68.75,62.28070175,100,100,0,0,0,100,100
0,100,0,0,0,0,100,100,0,100,100,0,0,0,100,100
27.16049383,100,40.74074074,10.34482759,0,57.27272727,100,0,58.33333333,100,100,100,85.71428571,100,100,100
0,100,0,0,14.28571429,0,100,66.66666667,81.91489362,100,100,0,100,0,100,100
0,100,0,87.5,0,0,100,0,14.58333333,100,100,100,60,100,100,100
5,100,0,0,68.96551724,22.33009709,24.07407407,77.19298246,83.33333333,100,68.36734694,100,85.71428571,85.71428571,100,100
0,100,60.97560976,0,0,35.44303797,100,100,57.14285714,100,100,100,100,100,100,100
0,100,0,0,0,59.79381443,100,100,85.71428571,100,100,100,60,0,100,100
0,100,0,0,56.57894737,0,100,100,53.7037037,100,100,100,0,100,100,100
40,100,0,0,17.39130435,0,66.66666667,50,0,100,25.97402597,0,71.42857143,83.33333333,100,100
0,100,0,0,0,0,52.68817204,0,0,100,100,100,60,87.5,50,100
0,100,0,0,87.5,43.75,100,100,87.5,100,100,100,80,100,100,100
0,100,0,0,43.90243902,0,100,100,74.02597403,100,69.82758621,75,83.33333333,80,100,100
70.73170732,100,0,0,0,6.730769231,100,0,0,100,100,100,0,0,100,100
0,100,0,17.39130435,0,0,100,100,0,100,100,100,0,83.33333333,100,100
0,100,0,0,42.5,0,40,79.09090909,0,100,62.5,0,85.71428571,0,100,100
71.42857143,100,0,30.76923077,0,55.96330275,100,100,98.46153846,100,100,0,60,100,100,100
0,100,0,0,94.79166667,19.23076923,0,100,0,100,100,0,0,100,100,100
0,100,50,0,31.48148148,37.86407767,100,100,60,100,100,100,66.66666667,100,100,100
0,100,0,0,0,62.5,100,50,0,100,100,100,60,0,100,100
42.39130435,100,67.70833333,26.26262626,0,0,100,100,0,100,100,0,60,100,100,100
0,100,0,0,66.23376623,73.75,100,100,95.23809524,100,100,0,71.42857143,100,100,100
0,100,0,64.19753086,26.96629213,0,100,100,0,100,100,100,0,80,50,100
40,100,0,0,0,0,60.71428571,40.35087719,0,100,63.04347826,80,60,100,100,100
0,100,0,0,0,0,6.493506494,73.86363636,0,100,100,0,0,66.66666667,100,100
0,100,0,0,0,0,100,57.14285714,0,100,66.66666667,100,60,100,100,100
0,100,0,0,74.15730337,0,100,35.41666667,0,100,60,80,66.66666667,100,100,100
30.43478261,100,35.8490566,0,51.85185185,38.38383838,100,100,0,100,100,100,83.33333333,0,100,100
0,100,62.06896552,0,0,37.5,100,100,0,100,50,0,71.42857143,100,100,100
0,100,41.7721519,0,55.14018692,0,100,100,0,100,100,100,60,100,0,100
0,100,0,0,65.30612245,0,100,60,3.260869565,100,56.96202532,100,0,100,100,100
0,100,0,0,0,0,66.66666667,64.44444444,0,100,30.37974684,87.5,60,75,100,100
13.54166667,100,0,35.39823009,3.883495146,0,100,100,52.94117647,100,100,85.71428571,85.71428571,0,100,100
0,100,6.25,75,0,0,75.58139535,22.35294118,0,100,34.61538462,80,71.42857143,80,100,100
0,100,70.83333333,85.71428571,0,0,100,100,67.94871795,100,100,0,60,100,100,100
46.53465347,100,54.45544554,0,79.43925234,0,100,100,16.66666667,100,100,83.33333333,85.71428571,100,100,100
59.79381443,100,32.72727273,0,0,0,100,100,0,100,0,100,0,100,100,100
47.72727273,100,20,0,0,0,50,39.39393939,0,100,20,100,75,100,100,100
0,100,0,75,0,78.49462366,40.4494382,27.90697674,0,100,100,100,0,100,100,100
37.73584906,100,0,0,72.64150943,0,100,100,71.42857143,100,50,0,83.33333333,0,100,100
0,100,53.63636364,34.02061856,0,0,56.52173913,45.37037037,0,100,75.78947368,100,71.42857143,100,100,100
47.05882353,100,0,0,74.66666667,0,100,0,56.79012346,100,100,0,0,100,100,100
86.66666667,100,0,5.504587156,0,0,100,100,66.27906977,100,100,0,0,100,100,100
0,100,0,0,96.875,9.345794393,100,100,71.42857143,100,100,75,60,100,100,100
0,100,35.44303797,0,0,0,66.66666667,12.61261261,0,100,66.66666667,100,0,80,100,100
0,100,0,0,38.15789474,37.5,100,100,0,100,40.56603774,100,0,100,100,100
0,100,91.30434783,22.22222222,0,0,100,4.938271605,0,100,66.66666667,0,0,0,100,100
0,100,17.5257732,54.45544554,0,0,33.33333333,48.27586207,0,100,74.02597403,100,100,100,100,100
0,100,0,0,0,0,64.54545455,74.13793103,66.98113208,100,100,100,60,0,100,100
62.5,100,0,0,73.19587629,0,70.70707071,68.80733945,36,100,63.51351351,100,85.71428571,100,100,100
7.843137255,100,0,0,0,72.83950617,100,42.30769231,0,100,71.42857143,66.66666667,80,0,50,100
61.76470588,100,25.64102564,0,0,0,100,76.74418605,0,100,66.66666667,83.33333333,75,100,100,100
85.58558559,100,0,0,0,0,62.72727273,60.71428571,48.67256637,100,52.74725275,100,66.66666667,100,100,100
37.37373737,100,0,83.33333333,0,0,100,0,0,100,100,100,85.71428571,80,100,100
62.76595745,100,26.58227848,0,0,44.21052632,66.66666667,76.25,0,100,100,100,60,100,50,100
75.92592593,100,0,0,0,0,100,100,0,100,30.27522936,100,0,100,100,100
0,100,0,50.56179775,22.47191011,5.454545455,100,0,0,100,100,0,80,100,100,100
60.21505376,100,64.54545455,0,12.32876712,0,100,100,0,100,100,0,60,100,100,100
4.938271605,100,0,0,0,0,50,27.27272727,96.96969697,100,66.66666667,0,50,100,100,100
0,100,0,46.91358025,0,78.66666667,50,32.47863248,50.96153846,100,66.66666667,50,71.42857143,100,50,100
30.95238095,100,0,0,0,0,44.11764706,100,17.5,100,0,100,0,100,100,100
0,100,0,0,66.27906977,0,100,50,86.66666667,100,100,0,60,100,100,100
0,100,0,0,0,0,100,100,40,100,100,100,60,0,100,100
29.87012987,100,0,60,0,0,100,100,60,100,100,100,0,100,100,100
71.23287671,100,0,0,0,95.68965517,100,100,0,100,100,87.5,60,100,100,100
5.309734513,100,0,0,42.39130435,0,100,100,30.47619048,100,100,100,66.66666667,80,100,100
0,100,81.30841121,0,0,0,100,50,0,100,100,0,80,100,100,100
25,100,13.63636364,0,0,40.35087719,100,100,6.315789474,100,100,85.71428571,0,100,100,100
0,100,95.23809524,75,0,0,100,100,0,100,100,0,0,100,100,100
0,100,0,0,40,0,54.12844037,100,53.84615385,100,44.23076923,100,0,100,100,100
0,100,0,0,18.18181818,0,0,100,81.03448276,100,100,80,60,100,100,100
87.5,100,0,73.25581395,75.67567568,0,50,100,35.39823009,100,100,100,85.71428571,100,100,100
62.93103448,100,0,0,0,0,33.76623377,66.66666667,56.88073394,100,100,100,60,100,100,100
0,100,0,0,70.78651685,87.5,100,0,0,100,100,100,60,100,100,100
0,100,0,0,0,0,100,75,72.54901961,100,0,100,75,100,100,100
0,100,0,0,0,30.27522936,100,66.66666667,0,100,100,80,60,100,100,100
0,100,76.31578947,0,0,37.39130435,80.39215686,66.66666667,0,100,56.97674419,100,75,0,100,100
0,100,98.33333333,0,0,0,100,100,44.44444444,100,100,100,60,100,100,100
43.24324324,100,52.77777778,0,58.66666667,0,100,100,0,100,100,100,85.71428571,100,100,100
0,100,46.80851064,0,0,0,35.71428571,24.78632479,26.02739726,100,42.85714286,85.71428571,0,100,100,100
64.13043478,100,0,0,37.5,0,100,100,85.71428571,100,100,100,60,100,100,100
71.30434783,100,0,68.42105263,0,47.36842105,56.57894737,74.76635514,27.77777778,100,100,0,71.42857143,100,50,100
0,100,48.27586207,0,0,0,100,100,65.42056075,100,100,100,66.66666667,100,100,100
0,100,0,61.79775281,0,81.48148148,100,52.05479452,69.13580247,100,100,0,0,100,0,100
0,100,42.85714286,72.97297297,0,0,100,100,0,100,10.52631579,100,0,100,100,100
0,100,0,32.11009174,0,0,70.88607595,87.5,74.19354839,100,67.9245283,100,87.5,80,100,100
0,100,22.33009709,0,0,25,100,71.42857143,0,100,66.66666667,100,0,0,100,100
0,100,0,20,75,0,66.66666667,100,62.35294118,100,100,80,0,0,100,100
0,100,0,65.48672566,8.602150538,66.31578947,100,79.09090909,0,100,100,100,0,100,100,100
0,100,75,0,15,0,100,100,0,100,100,100,60,100,100,100
55.26315789,100,0,75,90,18.42105263,66.37168142,60,7.547169811,100,26.31578947,0,71.42857143,100,100,100
0,100,0,0,0,0,50,33.01886792,0,100,50,100,60,100,100,100
0,100,20,0,31.03448276,0,100,100,76.71232877,100,100,75,60,80,100,100
0,100,0,0,0,0,100,100,0,100,73.07692308,100,87.5,87.5,0,100
0,100,94.28571429,87.5,87.5,0,100,66.66666667,0,100,65.90909091,100,75,0,50,100
0,100,0,0,0,25,50.94339623,100,39.75903614,100,0,100,66.66666667,100,100,100
0,100,93.39622642,47.70642202,0,47.82608696,100,100,0,100,100,0,0,100,100,100
12.5,100,94.11764706,35.45454545,0,0,100,100,60.52631579,100,100,100,60,100,100,100
0,100,87.5,87.5,0,4.95049505,100,100,0,100,100,87.5,0,0,100,100
29.31034483,100,0,21.78217822,82.92682927,0,100,0,10.75268817,100,100,100,60,87.5,100,100
0,100,0,14.28571429,5.172413793,0,100,0,94.28571429,100,100,100,83.33333333,0,100,100
47.31182796,100,0,0,0,7.792207792,80,75,0,100,100,87.5,0,0,100,100
37.36263736,100,0,0,0,66.66666667,56,62.3853211,0,100,100,100,60,100,66.66666667,100
70.58823529,100,20,0,0,75.47169811,100,100,0,100,100,0,0,0,50,100
22.42990654,100,0,0,22.78481013,83.33333333,100,100,0,100,100,0,0,100,100,100
0,100,0,80.53097345,70.27027027,0,100,60,0,100,19.60784314,80,0,100,100,100
0,100,0,0,80.39215686,91.30434783,45.87155963,35,40,100,84.81012658,50,66.66666667,80,50,100
0,100,0,0,0,87.5,100,79.46428571,99.32885906,100,65.59139785,100,66.66666667,100,100,100
57.14285714,100,0,0,75.6097561,0,100,100,55.68181818,100,100,100,50,0,100,100
59.57446809,100,0,0,46.31578947,0,54.32098765,100,0,100,100,100,75,100,100,100
0,100,82.89473684,5.128205128,0,13.15789474,100,0,0,100,100,100,0,100,100,100
0,100,71.42857143,37.86407767,0,69.76744186,72.72727273,60,23.07692308,100,66.66666667,85.71428571,60,100,100,100
0,100,0,0,0,0,100,50,43.96551724,100,100,100,60,100,100,100
68.23529412,100,17.64705882,0,0,0,100,100,45.71428571,100,100,100,0,100,100,100
46.73913043,100,48,0,64.1025641,0,100,100,0,100,50,100,100,0,100,100
0,100,67.5,58.03571429,0,0,100,50,20,100,49.43820225,0,0,100,100,100
0,100,2.564102564,94.87179487,86.66666667,0,100,100,0,100,100,100,0,100,100,100
0,100,87.5,79.04761905,18.62745098,0,100,0,13.88888889,100,100,100,50,100,100,100
0,100,96.66666667,65,0,0,100,100,0,100,100,100,0,100,100,100
0,100,14.28571429,70.37037037,45.91836735,69.73684211,100,100,0,100,0,75,50,0,100,100
71.25,100,63.54166667,0,0,88.88888889,78.26086957,100,51.92307692,100,0,100,0,100,100,100
0,100,79.72972973,0,0,12.96296296,100,100,78.0952381,100,100,100,85.71428571,85.71428571,100,100
36.9047619,100,0,0,0,0,100,100,0,100,100,94.44444444,60,0,100,100
0,100,0,61.33333333,0,0,100,100,82.52427184,100,100,100,0,100,100,100
0,100,0,0,0,0,70.10309278,100,10.81081081,100,77,100,60,100,100,100
96.2962963,100,87.5,62.5,52.3255814,0,33.33333333,100,85.71428571,100,100,100,66.66666667,100,100,100
25,100,0,76.19047619,25.45454545,0,0,100,0,100,100,100,0,100,100,100
0,100,0,0,0,0,100,75.86206897,0,100,100,0,75,0,0,100
63.04347826,100,70.83333333,0,60,64.36781609,0,100,58.88888889,100,100,100,0,0,100,100
0,100,0,0,0,0,100,0,44.03669725,100,50,100,0,100,100,100
0,100,4.545454545,0,0,76.41509434,54.36893204,64.63414634,0,100,63.20754717,100,71.42857143,100,100,100
0,100,0,0,91.66666667,52.5,100,0,33.33333333,100,100,0,0,100,100,100
0,100,0,62.5,0,0,100,100,0,100,100,0,0,100,100,100
0,100,40,0,0,21.95121951,0,100,0,100,100,100,100,100,100,100
0,100,0,0,18.91891892,70.87378641,100,100,0,100,100,100,60,100,100,100
57.69230769,100,2.608695652,0,0,0,100,100,20,100,100,0,66.66666667,80,100,100
0,100,0,0,0,71.42857143,100,100,0,100,100,0,71.42857143,100,100,100
0,100,0,40,0,0,43.95604396,100,0,100,76.84210526,0,71.42857143,80,100,100
0,100,0,0,0,0,100,64.9122807,0,100,50,100,87.5,80,100,100
83.11688312,100,0,0,0,69.47368421,100,86.20689655,0,100,50,80,71.42857143,80,100,100
0,100,0,0,73.33333333,30.90909091,28.30188679,71.42857143,28.57142857,100,50,100,100,100,100,100
93.33333333,100,85.71428571,80.43478261,94.11764706,0,64.28571429,71.42857143,0,100,100,0,100,83.33333333,100,100
0,100,0,92,0,14.28571429,100,20.43010753,14.5631068,100,55.76923077,80,66.66666667,66.66666667,100,100
0,100,52.67857143,0,0,54.05405405,36.17021277,64.04494382,71.42857143,100,80.82191781,100,87.5,0,100,100
0,100,0,85.71428571,26.92307692,14.28571429,50,66.66666667,60,100,79.54545455,100,60,100,100,100
59.79381443,100,0,0,8.771929825,0,71.15384615,100,0,100,100,0,87.5,100,100,100
0,100,0,0,0,60.3960396,48.45360825,47.77777778,0,100,54.54545455,100,71.42857143,0,100,100
0,100,39.09090909,4.464285714,96.42857143,0,100,100,32.03883495,100,100,100,60,100,100,100
0,100,0,15.11627907,0,0,50,75.94936709,0,100,75,80,0,80,100,100
36.2745098,100,0,52.63157895,54.25531915,0,100,100,31.16883117,100,100,100,0,100,100,100
33.01886792,100,0,44.34782609,0,0,100,100,94.87179487,100,100,100,60,80,100,100
87.5,100,50,0,0,26.41509434,100,100,0,100,100,83.33333333,60,80,100,100
0,100,0,64.21052632,0,0,42.59259259,100,23.07692308,100,75,100,0,100,100,100
0,100,0,0,0,0,77.39130435,100,43.24324324,100,33.04347826,100,50,100,100,100
12.16216216,100,0,0,0,66.01941748,100,100,42.85714286,100,0,100,80,75,100,100
0,100,0,0,0,12.08791209,38.0952381,100,0,100,58.82352941,0,60,100,100,100
0,100,39.24050633,0,87.5,13.15789474,100,100,68.96551724,100,100,0,87.5,100,100,100
0,100,47.61904762,0,0,0,100,100,66.66666667,100,100,100,0,100,100,100
47.05882353,100,64,32.25806452,0,0,100,100,0,100,0,0,87.5,0,100,100
62.74509804,100,0,9.615384615,0,0,75.72815534,55.96330275,27.36842105,100,100,83.33333333,60,0,100,100
56.38297872,100,0,64.1509434,0,78.0952381,100,59.45945946,0,100,100,85.71428571,87.5,100,50,100
87.5,100,40.54054054,84.7826087,62.19512195,0,100,55.68181818,0,100,66.03773585,83.33333333,0,85.71428571,100,100
0,100,0,8.333333333,0,0,100,100,0,100,61.38613861,100,60,0,100,100
34.09090909,100,38.73873874,0,93.33333333,0,16.66666667,66.66666667,0,100,62.5,100,66.66666667,100,100,100
11.39240506,100,0,0,94.11764706,0,35.44303797,62.96296296,72.34042553,100,100,100,60,100,100,100
0,100,43.24324324,0,0,0,50,100,40,100,68.75,80,60,83.33333333,100,100
84.41558442,100,96.42857143,47.57281553,0,0,44.32989691,50,86.48648649,100,76.85185185,75,60,66.66666667,0,100
95.23809524,100,0,0,35.51401869,0,100,34.93975904,0,100,48.59813084,100,0,100,100,100
0,100,24,0,0,0,100,66.66666667,0,100,100,100,85.71428571,100,100,100
0,100,4.62962963,0,0,0,100,100,0,100,48.61111111,100,85.71428571,100,100,100
0,100,0,30.68181818,0,0,100,66.66666667,24.65753425,100,100,100,80,100,100,100
21.15384615,100,75,60,23.71134021,0,100,100,78.94736842,100,100,96.15384615,87.5,100,100,100
0,100,66.29213483,0,0,0,100,100,30.95238095,100,100,0,60,0,100,100
74.28571429,100,14.28571429,25.43859649,0,78.94736842,27.45098039,36.66666667,46.78899083,100,70.83333333,0,60,0,100,100
0,100,0,0,0,9.89010989,72.47706422,33.33333333,0,100,66.66666667,100,60,0,100,100
78.49462366,100,9.401709402,0,0,13.08411215,89.13043478,66.66666667,87.5,100,46.83544304,100,0,93.75,100,100
0,100,14.28571429,39.24050633,60.86956522,0,100,100,0,100,100,100,60,100,100,100
28.57142857,100,78.20512821,87.5,0,0,100,100,4.347826087,100,100,100,0,0,100,100
0,100,27.08333333,0,0,0,100,100,0,100,100,100,0,100,100,100
0,100,0,52.04081633,0,0,100,17.43119266,24.71910112,100,71.42857143,100,50,100,100,100
52.08333333,100,52.99145299,79.51807229,0,0,100,100,74.44444444,100,100,0,0,100,100,100
0,100,0,41.96428571,0,87.5,100,100,0,100,100,80,66.66666667,100,100,100
0,100,0,11.9047619,0,0,100,100,75.94936709,100,100,100,77.77777778,100,100,100
6.18556701,100,47.82608696,93.33333333,58.97435897,0,100,100,0,100,100,100,0,100,100,100
64.70588235,100,0,0,50,0,100,100,97.14285714,100,66.66666667,100,0,100,0,100
0,100,0,0,0,0,100,100,0,100,100,83.33333333,60,85.71428571,100,100
0,100,70.27027027,0,0,81.63265306,100,100,68.26923077,100,100,100,60,83.33333333,100,100
0,100,0,0,0,74.02597403,60,100,9.677419355,100,100,100,92.30769231,100,100,100
74.35897436,100,0,0,95.23809524,73.62637363,100,100,31.77570093,100,100,85.71428571,71.42857143,100,100,100
53.06122449,100,56.31067961,0,0,0,100,100,0,100,100,100,87.5,100,100,100
92.30769231,100,0,0,0,0,100,100,0,100,100,0,0,100,100,100
